,contractSymbol,lastTradeDate,strike,lastPrice,impliedVolatility,expiry_date,symbol,dates diff,Stock price
1,LCID240419C00001500,2023-11-10,1.5,2.18,1.15625421875,2024-04-19,LCID,161.0,3.799999952316284
2,LCID240419C00002000,2023-12-13,2.0,2.18,1.0000000000000003e-05,2024-04-19,LCID,128.0,4.489999771118164
3,LCID240419C00002500,2023-12-13,2.5,2.05,1.0000000000000003e-05,2024-04-19,LCID,128.0,4.489999771118164
4,LCID240419C00003000,2023-12-06,3.0,1.63,1.0000000000000003e-05,2024-04-19,LCID,135.0,4.400000095367432
5,LCID240419C00003500,2023-12-13,3.5,1.28,1.0000000000000003e-05,2024-04-19,LCID,128.0,4.489999771118164
6,LCID240419C00004000,2023-12-13,4.0,1.0,1.0000000000000003e-05,2024-04-19,LCID,128.0,4.489999771118164
7,LCID240419C00004500,2023-12-13,4.5,0.76,0.0039162109375,2024-04-19,LCID,128.0,4.489999771118164
8,LCID240419C00005000,2023-12-13,5.0,0.6,0.062509375,2024-04-19,LCID,128.0,4.489999771118164
9,LCID240419C00005500,2023-12-13,5.5,0.47,0.12500875,2024-04-19,LCID,128.0,4.489999771118164
10,LCID240419C00006000,2023-12-13,6.0,0.37,0.12500875,2024-04-19,LCID,128.0,4.489999771118164
11,LCID240419C00007000,2023-12-13,7.0,0.25,0.2500075,2024-04-19,LCID,128.0,4.489999771118164
12,LCID240419C00008000,2023-12-13,8.0,0.17,0.2500075,2024-04-19,LCID,128.0,4.489999771118164
13,LCID240419C00009000,2023-12-12,9.0,0.13,0.2500075,2024-04-19,LCID,129.0,4.21999979019165
14,LCID240419C00010000,2023-12-13,10.0,0.12,0.2500075,2024-04-19,LCID,128.0,4.489999771118164
15,LCID240419C00011000,2023-12-07,11.0,0.13,0.500005,2024-04-19,LCID,134.0,4.480000019073486
16,LCID240419C00012000,2023-12-12,12.0,0.08,0.500005,2024-04-19,LCID,129.0,4.21999979019165
17,LCID240419C00015000,2023-12-13,15.0,0.07,0.500005,2024-04-19,LCID,128.0,4.489999771118164
18,LCID240419C00017000,2023-12-13,17.0,0.04,0.500005,2024-04-19,LCID,128.0,4.489999771118164
0,LCID240517C00000500,2023-11-22,0.5,3.73,1.0000000000000003e-05,2024-05-17,LCID,177.0,4.199999809265137
1,LCID240517C00001000,2023-10-13,1.0,4.12,1.0000000000000003e-05,2024-05-17,LCID,217.0,5.159999847412109
2,LCID240517C00001500,2023-11-21,1.5,2.47,1.0000000000000003e-05,2024-05-17,LCID,178.0,4.21999979019165
3,LCID240517C00002000,2023-12-08,2.0,2.68,1.0000000000000003e-05,2024-05-17,LCID,161.0,4.730000019073486
4,LCID240517C00002500,2023-11-22,2.5,1.8,1.0000000000000003e-05,2024-05-17,LCID,177.0,4.199999809265137
5,LCID240517C00003000,2023-11-22,3.0,1.5,1.0000000000000003e-05,2024-05-17,LCID,177.0,4.199999809265137
6,LCID240517C00003500,2023-12-12,3.5,1.19,1.0000000000000003e-05,2024-05-17,LCID,157.0,4.21999979019165
7,LCID240517C00004000,2023-12-13,4.0,1.14,1.0000000000000003e-05,2024-05-17,LCID,156.0,4.489999771118164
8,LCID240517C00004500,2023-12-13,4.5,0.92,0.00196310546875,2024-05-17,LCID,156.0,4.489999771118164
9,LCID240517C00005000,2023-12-13,5.0,0.78,0.062509375,2024-05-17,LCID,156.0,4.489999771118164
10,LCID240517C00005500,2023-12-13,5.5,0.63,0.12500875,2024-05-17,LCID,156.0,4.489999771118164
11,LCID240517C00006000,2023-12-13,6.0,0.41,0.12500875,2024-05-17,LCID,156.0,4.489999771118164
12,LCID240517C00007000,2023-12-11,7.0,0.36,0.2500075,2024-05-17,LCID,158.0,4.610000133514404
13,LCID240517C00008000,2023-12-11,8.0,0.29,0.2500075,2024-05-17,LCID,158.0,4.610000133514404
14,LCID240517C00009000,2023-12-11,9.0,0.2,0.2500075,2024-05-17,LCID,158.0,4.610000133514404
15,LCID240517C00010000,2023-12-13,10.0,0.16,0.2500075,2024-05-17,LCID,156.0,4.489999771118164
16,LCID240517C00011000,2023-12-12,11.0,0.15,0.2500075,2024-05-17,LCID,157.0,4.21999979019165
17,LCID240517C00012000,2023-12-08,12.0,0.11,0.500005,2024-05-17,LCID,161.0,4.730000019073486
0,LCID240621C00001000,2023-12-12,1.0,3.15,1.0000000000000003e-05,2024-06-21,LCID,192.0,4.21999979019165
1,LCID240621C00001500,2023-11-29,1.5,2.86,1.0000000000000003e-05,2024-06-21,LCID,205.0,4.360000133514404
2,LCID240621C00002000,2023-12-13,2.0,2.24,1.0000000000000003e-05,2024-06-21,LCID,191.0,4.489999771118164
3,LCID240621C00002500,2023-12-12,2.5,1.87,1.0000000000000003e-05,2024-06-21,LCID,192.0,4.21999979019165
4,LCID240621C00003000,2023-12-12,3.0,1.54,1.0000000000000003e-05,2024-06-21,LCID,192.0,4.21999979019165
5,LCID240621C00003500,2023-12-12,3.5,1.24,1.0000000000000003e-05,2024-06-21,LCID,192.0,4.21999979019165
6,LCID240621C00004000,2023-12-13,4.0,1.17,1.0000000000000003e-05,2024-06-21,LCID,191.0,4.489999771118164
7,LCID240621C00004500,2023-12-13,4.5,1.0,0.00196310546875,2024-06-21,LCID,191.0,4.489999771118164
8,LCID240621C00005000,2023-12-13,5.0,0.8,0.062509375,2024-06-21,LCID,191.0,4.489999771118164
9,LCID240621C00005500,2023-12-12,5.5,0.59,0.062509375,2024-06-21,LCID,192.0,4.21999979019165
10,LCID240621C00006000,2023-12-13,6.0,0.52,0.12500875,2024-06-21,LCID,191.0,4.489999771118164
11,LCID240621C00007000,2023-12-13,7.0,0.45,0.12500875,2024-06-21,LCID,191.0,4.489999771118164
12,LCID240621C00008000,2023-12-13,8.0,0.34,0.2500075,2024-06-21,LCID,191.0,4.489999771118164
13,LCID240621C00009000,2023-12-12,9.0,0.24,0.2500075,2024-06-21,LCID,192.0,4.21999979019165
14,LCID240621C00010000,2023-12-13,10.0,0.17,0.2500075,2024-06-21,LCID,191.0,4.489999771118164
15,LCID240621C00012000,2023-12-13,12.0,0.11,0.2500075,2024-06-21,LCID,191.0,4.489999771118164
16,LCID240621C00015000,2023-12-13,15.0,0.11,0.500005,2024-06-21,LCID,191.0,4.489999771118164
0,LCID240920C00001000,2023-12-01,1.0,3.3,1.0000000000000003e-05,2024-09-20,LCID,294.0,4.329999923706055
1,LCID240920C00001500,2023-12-06,1.5,3.07,1.0000000000000003e-05,2024-09-20,LCID,289.0,4.400000095367432
2,LCID240920C00002000,2023-11-28,2.0,2.41,1.0000000000000003e-05,2024-09-20,LCID,297.0,4.400000095367432
3,LCID240920C00002500,2023-12-07,2.5,2.21,1.0000000000000003e-05,2024-09-20,LCID,288.0,4.480000019073486
4,LCID240920C00003000,2023-12-08,3.0,1.85,1.0000000000000003e-05,2024-09-20,LCID,287.0,4.730000019073486
5,LCID240920C00003500,2023-11-28,3.5,1.35,1.0000000000000003e-05,2024-09-20,LCID,297.0,4.400000095367432
6,LCID240920C00004000,2023-12-13,4.0,1.35,1.0000000000000003e-05,2024-09-20,LCID,282.0,4.489999771118164
7,LCID240920C00004500,2023-12-13,4.5,1.01,0.00196310546875,2024-09-20,LCID,282.0,4.489999771118164
8,LCID240920C00005000,2023-12-13,5.0,1.02,0.0312596875,2024-09-20,LCID,282.0,4.489999771118164
9,LCID240920C00005500,2023-12-12,5.5,0.75,0.062509375,2024-09-20,LCID,283.0,4.21999979019165
10,LCID240920C00007000,2023-12-13,7.0,0.49,0.12500875,2024-09-20,LCID,282.0,4.489999771118164
11,LCID240920C00010000,2023-12-13,10.0,0.26,0.2500075,2024-09-20,LCID,282.0,4.489999771118164
12,LCID240920C00012000,2023-12-13,12.0,0.19,0.2500075,2024-09-20,LCID,282.0,4.489999771118164
0,LCID250117C00000500,2023-11-14,0.5,3.64,1.0000000000000003e-05,2025-01-17,LCID,430.0,4.170000076293945
1,LCID250117C00001000,2023-12-13,1.0,3.46,1.0000000000000003e-05,2025-01-17,LCID,401.0,4.489999771118164
2,LCID250117C00001500,2023-11-20,1.5,2.9,1.0000000000000003e-05,2025-01-17,LCID,424.0,4.340000152587891
3,LCID250117C00002000,2023-12-11,2.0,2.65,1.0000000000000003e-05,2025-01-17,LCID,403.0,4.610000133514404
4,LCID250117C00002500,2023-12-13,2.5,2.3,1.0000000000000003e-05,2025-01-17,LCID,401.0,4.489999771118164
5,LCID250117C00003000,2023-12-13,3.0,2.01,1.0000000000000003e-05,2025-01-17,LCID,401.0,4.489999771118164
6,LCID250117C00003500,2023-12-13,3.5,1.57,1.0000000000000003e-05,2025-01-17,LCID,401.0,4.489999771118164
7,LCID250117C00004000,2023-12-13,4.0,1.5,1.0000000000000003e-05,2025-01-17,LCID,401.0,4.489999771118164
8,LCID250117C00004500,2023-12-13,4.5,1.35,0.00196310546875,2025-01-17,LCID,401.0,4.489999771118164
9,LCID250117C00005000,2023-12-13,5.0,1.19,0.0312596875,2025-01-17,LCID,401.0,4.489999771118164
10,LCID250117C00005500,2023-12-13,5.5,0.98,0.062509375,2025-01-17,LCID,401.0,4.489999771118164
11,LCID250117C00008000,2023-12-13,8.0,0.66,0.12500875,2025-01-17,LCID,401.0,4.489999771118164
12,LCID250117C00010000,2023-12-13,10.0,0.5,0.2500075,2025-01-17,LCID,401.0,4.489999771118164
13,LCID250117C00012000,2023-12-13,12.0,0.38,0.2500075,2025-01-17,LCID,401.0,4.489999771118164
14,LCID250117C00013000,2023-12-12,13.0,0.27,0.2500075,2025-01-17,LCID,402.0,4.21999979019165
15,LCID250117C00015000,2023-12-13,15.0,0.28,0.2500075,2025-01-17,LCID,401.0,4.489999771118164
16,LCID250117C00017000,2023-12-12,17.0,0.22,0.2500075,2025-01-17,LCID,402.0,4.21999979019165
17,LCID250117C00020000,2023-12-13,20.0,0.2,0.2500075,2025-01-17,LCID,401.0,4.489999771118164
18,LCID250117C00022000,2023-12-12,22.0,0.22,0.2500075,2025-01-17,LCID,402.0,4.21999979019165
19,LCID250117C00025000,2023-12-12,25.0,0.17,0.500005,2025-01-17,LCID,402.0,4.21999979019165
20,LCID250117C00027000,2023-11-28,27.0,0.12,0.500005,2025-01-17,LCID,416.0,4.400000095367432
21,LCID250117C00030000,2023-12-11,30.0,0.12,0.500005,2025-01-17,LCID,403.0,4.610000133514404
22,LCID250117C00032000,2023-12-12,32.0,0.04,0.500005,2025-01-17,LCID,402.0,4.21999979019165
23,LCID250117C00035000,2023-12-13,35.0,0.12,0.500005,2025-01-17,LCID,401.0,4.489999771118164
0,LCID250620C00000500,2023-11-08,0.5,3.35,1.453127734375,2025-06-20,LCID,590.0,3.950000047683716
1,LCID250620C00001000,2023-12-01,1.0,3.25,1.0000000000000003e-05,2025-06-20,LCID,567.0,4.329999923706055
2,LCID250620C00002000,2023-11-20,2.0,2.7,1.0000000000000003e-05,2025-06-20,LCID,578.0,4.340000152587891
3,LCID250620C00002500,2023-11-29,2.5,2.3,1.0000000000000003e-05,2025-06-20,LCID,569.0,4.360000133514404
4,LCID250620C00003000,2023-11-24,3.0,2.0,1.0000000000000003e-05,2025-06-20,LCID,574.0,4.239999771118164
5,LCID250620C00003500,2023-12-12,3.5,1.7,1.0000000000000003e-05,2025-06-20,LCID,556.0,4.21999979019165
6,LCID250620C00004000,2023-11-29,4.0,1.65,1.0000000000000003e-05,2025-06-20,LCID,569.0,4.360000133514404
7,LCID250620C00004500,2023-12-01,4.5,1.45,0.000986552734375,2025-06-20,LCID,567.0,4.329999923706055
8,LCID250620C00005000,2023-12-13,5.0,1.39,0.0312596875,2025-06-20,LCID,555.0,4.489999771118164
9,LCID250620C00005500,2023-12-11,5.5,1.16,0.062509375,2025-06-20,LCID,557.0,4.610000133514404
10,LCID250620C00007000,2023-12-12,7.0,0.85,0.12500875,2025-06-20,LCID,556.0,4.21999979019165
11,LCID250620C00010000,2023-12-12,10.0,0.55,0.12500875,2025-06-20,LCID,556.0,4.21999979019165
12,LCID250620C00012000,2023-12-13,12.0,0.4,0.2500075,2025-06-20,LCID,555.0,4.489999771118164
0,LCID251219C00000500,2023-11-03,0.5,4.1,1.2656286718749998,2025-12-19,LCID,777.0,4.619999885559082
1,LCID251219C00001000,2023-12-13,1.0,3.25,1.0000000000000003e-05,2025-12-19,LCID,737.0,4.489999771118164
2,LCID251219C00001500,2023-11-02,1.5,3.2,1.0078174609375,2025-12-19,LCID,778.0,4.539999961853027
3,LCID251219C00002000,2023-12-07,2.0,2.5,1.0000000000000003e-05,2025-12-19,LCID,743.0,4.480000019073486
4,LCID251219C00002500,2023-11-14,2.5,2.37,1.0000000000000003e-05,2025-12-19,LCID,766.0,4.170000076293945
5,LCID251219C00003000,2023-12-12,3.0,2.12,1.0000000000000003e-05,2025-12-19,LCID,738.0,4.21999979019165
6,LCID251219C00003500,2023-11-16,3.5,1.95,1.0000000000000003e-05,2025-12-19,LCID,764.0,4.28000020980835
7,LCID251219C00004000,2023-12-13,4.0,1.81,1.0000000000000003e-05,2025-12-19,LCID,737.0,4.489999771118164
8,LCID251219C00004500,2023-12-06,4.5,1.93,0.000986552734375,2025-12-19,LCID,744.0,4.400000095367432
9,LCID251219C00005000,2023-12-12,5.0,1.42,0.0312596875,2025-12-19,LCID,738.0,4.21999979019165
10,LCID251219C00005500,2023-12-12,5.5,1.59,0.0312596875,2025-12-19,LCID,738.0,4.21999979019165
11,LCID251219C00007000,2023-12-13,7.0,1.1,0.062509375,2025-12-19,LCID,737.0,4.489999771118164
12,LCID251219C00010000,2023-12-13,10.0,0.8,0.12500875,2025-12-19,LCID,737.0,4.489999771118164
13,LCID251219C00012000,2023-12-12,12.0,0.6,0.12500875,2025-12-19,LCID,738.0,4.21999979019165
14,LCID251219C00015000,2023-12-13,15.0,0.57,0.2500075,2025-12-19,LCID,737.0,4.489999771118164
0,LCID260116C00000500,2023-11-29,0.5,4.0,1.0000000000000003e-05,2026-01-16,LCID,779.0,4.360000133514404
1,LCID260116C00001000,2023-12-13,1.0,3.25,1.0000000000000003e-05,2026-01-16,LCID,765.0,4.489999771118164
2,LCID260116C00001500,2023-12-13,1.5,2.63,1.0000000000000003e-05,2026-01-16,LCID,765.0,4.489999771118164
3,LCID260116C00002000,2023-12-13,2.0,2.6,1.0000000000000003e-05,2026-01-16,LCID,765.0,4.489999771118164
4,LCID260116C00002500,2023-12-11,2.5,2.5,1.0000000000000003e-05,2026-01-16,LCID,767.0,4.610000133514404
5,LCID260116C00003000,2023-12-12,3.0,2.03,1.0000000000000003e-05,2026-01-16,LCID,766.0,4.21999979019165
6,LCID260116C00003500,2023-12-13,3.5,1.84,1.0000000000000003e-05,2026-01-16,LCID,765.0,4.489999771118164
7,LCID260116C00004000,2023-12-13,4.0,1.7,1.0000000000000003e-05,2026-01-16,LCID,765.0,4.489999771118164
8,LCID260116C00004500,2023-12-13,4.5,1.62,0.000986552734375,2026-01-16,LCID,765.0,4.489999771118164
9,LCID260116C00005000,2023-12-13,5.0,1.53,0.0312596875,2026-01-16,LCID,765.0,4.489999771118164
10,LCID260116C00005500,2023-12-13,5.5,1.4,0.0312596875,2026-01-16,LCID,765.0,4.489999771118164
11,LCID260116C00007000,2023-12-13,7.0,1.27,0.062509375,2026-01-16,LCID,765.0,4.489999771118164
12,LCID260116C00010000,2023-12-13,10.0,0.82,0.12500875,2026-01-16,LCID,765.0,4.489999771118164
13,LCID260116C00012000,2023-12-13,12.0,0.67,0.12500875,2026-01-16,LCID,765.0,4.489999771118164
0,AAL231215C00003000,2023-11-22,3.0,9.61,1.0000000000000003e-05,2023-12-15,AAL,23.0,12.3100004196167
1,AAL231215C00004000,2023-11-21,4.0,8.3,1.0000000000000003e-05,2023-12-15,AAL,24.0,12.130000114440918
2,AAL231215C00005000,2023-10-20,5.0,6.2,1.0000000000000003e-05,2023-12-15,AAL,56.0,11.079999923706055
3,AAL231215C00006000,2023-11-17,6.0,6.2,1.0000000000000003e-05,2023-12-15,AAL,28.0,12.289999961853027
4,AAL231215C00007000,2023-11-03,7.0,4.95,1.0000000000000003e-05,2023-12-15,AAL,42.0,11.979999542236328
5,AAL231215C00008000,2023-12-04,8.0,5.47,1.0000000000000003e-05,2023-12-15,AAL,11.0,13.350000381469727
6,AAL231215C00008500,2023-11-21,8.5,3.65,1.0000000000000003e-05,2023-12-15,AAL,24.0,12.130000114440918
7,AAL231215C00009000,2023-12-13,9.0,5.05,1.0000000000000003e-05,2023-12-15,AAL,2.0,14.09000015258789
8,AAL231215C00009500,2023-12-08,9.5,4.35,1.0000000000000003e-05,2023-12-15,AAL,7.0,13.760000228881836
9,AAL231215C00010000,2023-12-07,10.0,4.0,1.0000000000000003e-05,2023-12-15,AAL,8.0,13.90999984741211
10,AAL231215C00010500,2023-12-01,10.5,2.29,1.0000000000000003e-05,2023-12-15,AAL,14.0,13.020000457763672
11,AAL231215C00011000,2023-12-13,11.0,3.07,1.0000000000000003e-05,2023-12-15,AAL,2.0,14.09000015258789
12,AAL231215C00011500,2023-12-13,11.5,2.31,1.0000000000000003e-05,2023-12-15,AAL,2.0,14.09000015258789
13,AAL231215C00012000,2023-12-13,12.0,2.15,1.0000000000000003e-05,2023-12-15,AAL,2.0,14.09000015258789
14,AAL231215C00012500,2023-12-13,12.5,1.61,1.0000000000000003e-05,2023-12-15,AAL,2.0,14.09000015258789
15,AAL231215C00013000,2023-12-13,13.0,1.11,1.0000000000000003e-05,2023-12-15,AAL,2.0,14.09000015258789
16,AAL231215C00013500,2023-12-13,13.5,0.61,1.0000000000000003e-05,2023-12-15,AAL,2.0,14.09000015258789
17,AAL231215C00014000,2023-12-13,14.0,0.23,1.0000000000000003e-05,2023-12-15,AAL,2.0,14.09000015258789
18,AAL231215C00014500,2023-12-13,14.5,0.06,0.12500875,2023-12-15,AAL,2.0,14.09000015258789
19,AAL231215C00015000,2023-12-13,15.0,0.02,0.2500075,2023-12-15,AAL,2.0,14.09000015258789
20,AAL231215C00015500,2023-12-13,15.5,0.01,0.500005,2023-12-15,AAL,2.0,14.09000015258789
21,AAL231215C00016000,2023-12-08,16.0,0.01,0.500005,2023-12-15,AAL,7.0,13.760000228881836
22,AAL231215C00016500,2023-12-08,16.5,0.01,0.500005,2023-12-15,AAL,7.0,13.760000228881836
23,AAL231215C00017000,2023-12-13,17.0,0.01,0.500005,2023-12-15,AAL,2.0,14.09000015258789
24,AAL231215C00018000,2023-12-04,18.0,0.01,0.500005,2023-12-15,AAL,11.0,13.350000381469727
25,AAL231215C00019000,2023-10-24,19.0,0.01,2.2031294921874993,2023-12-15,AAL,52.0,11.210000038146973
26,AAL231215C00020000,2023-11-16,20.0,0.01,0.500005,2023-12-15,AAL,29.0,12.1899995803833
27,AAL231215C00021000,2023-10-26,21.0,0.01,2.43750390625,2023-12-15,AAL,50.0,11.149999618530273
28,AAL231215C00022000,2023-11-22,22.0,0.02,0.500005,2023-12-15,AAL,23.0,12.3100004196167
29,AAL231215C00023000,2023-11-14,23.0,0.03,0.500005,2023-12-15,AAL,31.0,12.25
30,AAL231215C00024000,2023-12-05,24.0,0.01,0.500005,2023-12-15,AAL,10.0,13.130000114440918
31,AAL231215C00029000,2023-12-04,29.0,0.01,0.500005,2023-12-15,AAL,11.0,13.350000381469727
0,AAL231222C00006000,2023-12-07,6.0,8.0,1.0000000000000003e-05,2023-12-22,AAL,15.0,13.90999984741211
1,AAL231222C00009000,2023-12-12,9.0,5.1,1.0000000000000003e-05,2023-12-22,AAL,10.0,14.039999961853027
2,AAL231222C00009500,2023-11-10,9.5,2.35,1.0000000000000003e-05,2023-12-22,AAL,42.0,11.800000190734863
3,AAL231222C00010000,2023-12-08,10.0,3.85,1.0000000000000003e-05,2023-12-22,AAL,14.0,13.760000228881836
4,AAL231222C00010500,2023-12-08,10.5,3.42,1.0000000000000003e-05,2023-12-22,AAL,14.0,13.760000228881836
5,AAL231222C00011000,2023-12-08,11.0,2.85,1.0000000000000003e-05,2023-12-22,AAL,14.0,13.760000228881836
6,AAL231222C00011500,2023-12-12,11.5,2.64,1.0000000000000003e-05,2023-12-22,AAL,10.0,14.039999961853027
7,AAL231222C00012000,2023-12-13,12.0,2.03,1.0000000000000003e-05,2023-12-22,AAL,9.0,14.09000015258789
8,AAL231222C00012500,2023-12-13,12.5,1.65,1.0000000000000003e-05,2023-12-22,AAL,9.0,14.09000015258789
9,AAL231222C00013000,2023-12-13,13.0,1.2,1.0000000000000003e-05,2023-12-22,AAL,9.0,14.09000015258789
10,AAL231222C00013500,2023-12-13,13.5,0.72,1.0000000000000003e-05,2023-12-22,AAL,9.0,14.09000015258789
11,AAL231222C00014000,2023-12-13,14.0,0.37,1.0000000000000003e-05,2023-12-22,AAL,9.0,14.09000015258789
12,AAL231222C00014500,2023-12-13,14.5,0.17,0.062509375,2023-12-22,AAL,9.0,14.09000015258789
13,AAL231222C00015000,2023-12-13,15.0,0.06,0.12500875,2023-12-22,AAL,9.0,14.09000015258789
14,AAL231222C00015500,2023-12-13,15.5,0.02,0.12500875,2023-12-22,AAL,9.0,14.09000015258789
15,AAL231222C00016000,2023-12-13,16.0,0.02,0.2500075,2023-12-22,AAL,9.0,14.09000015258789
16,AAL231222C00016500,2023-12-12,16.5,0.01,0.2500075,2023-12-22,AAL,10.0,14.039999961853027
17,AAL231222C00017000,2023-12-12,17.0,0.01,0.2500075,2023-12-22,AAL,10.0,14.039999961853027
0,AAL231229C00007500,2023-12-05,7.5,5.6,1.0000000000000003e-05,2023-12-29,AAL,24.0,13.130000114440918
1,AAL231229C00008000,2023-12-07,8.0,6.0,1.0000000000000003e-05,2023-12-29,AAL,22.0,13.90999984741211
2,AAL231229C00008500,2023-11-28,8.5,3.55,1.0000000000000003e-05,2023-12-29,AAL,31.0,12.170000076293945
3,AAL231229C00009000,2023-11-17,9.0,3.35,1.0000000000000003e-05,2023-12-29,AAL,42.0,12.289999961853027
4,AAL231229C00010000,2023-12-04,10.0,3.45,1.0000000000000003e-05,2023-12-29,AAL,25.0,13.350000381469727
5,AAL231229C00010500,2023-12-13,10.5,3.26,1.0000000000000003e-05,2023-12-29,AAL,16.0,14.09000015258789
6,AAL231229C00011000,2023-12-08,11.0,2.91,1.0000000000000003e-05,2023-12-29,AAL,21.0,13.760000228881836
7,AAL231229C00011500,2023-12-13,11.5,2.36,1.0000000000000003e-05,2023-12-29,AAL,16.0,14.09000015258789
8,AAL231229C00012000,2023-12-13,12.0,2.16,1.0000000000000003e-05,2023-12-29,AAL,16.0,14.09000015258789
9,AAL231229C00012500,2023-12-13,12.5,1.6,1.0000000000000003e-05,2023-12-29,AAL,16.0,14.09000015258789
10,AAL231229C00013000,2023-12-13,13.0,1.21,1.0000000000000003e-05,2023-12-29,AAL,16.0,14.09000015258789
11,AAL231229C00013500,2023-12-13,13.5,0.7,1.0000000000000003e-05,2023-12-29,AAL,16.0,14.09000015258789
12,AAL231229C00014000,2023-12-13,14.0,0.44,1.0000000000000003e-05,2023-12-29,AAL,16.0,14.09000015258789
13,AAL231229C00014500,2023-12-13,14.5,0.23,0.062509375,2023-12-29,AAL,16.0,14.09000015258789
14,AAL231229C00015000,2023-12-13,15.0,0.1,0.062509375,2023-12-29,AAL,16.0,14.09000015258789
15,AAL231229C00015500,2023-12-13,15.5,0.05,0.12500875,2023-12-29,AAL,16.0,14.09000015258789
16,AAL231229C00016000,2023-12-13,16.0,0.03,0.12500875,2023-12-29,AAL,16.0,14.09000015258789
17,AAL231229C00016500,2023-12-12,16.5,0.01,0.2500075,2023-12-29,AAL,17.0,14.039999961853027
18,AAL231229C00017000,2023-12-07,17.0,0.02,0.2500075,2023-12-29,AAL,22.0,13.90999984741211
19,AAL231229C00018000,2023-11-15,18.0,0.09,0.2500075,2023-12-29,AAL,44.0,12.420000076293945
20,AAL231229C00020000,2023-12-12,20.0,0.01,0.500005,2023-12-29,AAL,17.0,14.039999961853027
0,AAL240105C00008000,2023-12-06,8.0,5.45,1.0000000000000003e-05,2024-01-05,AAL,30.0,13.479999542236328
1,AAL240105C00009500,2023-12-01,9.5,3.45,1.0000000000000003e-05,2024-01-05,AAL,35.0,13.020000457763672
2,AAL240105C00010000,2023-12-01,10.0,2.75,1.0000000000000003e-05,2024-01-05,AAL,35.0,13.020000457763672
3,AAL240105C00010500,2023-12-01,10.5,2.45,1.0000000000000003e-05,2024-01-05,AAL,35.0,13.020000457763672
4,AAL240105C00011000,2023-12-13,11.0,3.1,1.0000000000000003e-05,2024-01-05,AAL,23.0,14.09000015258789
5,AAL240105C00011500,2023-12-12,11.5,2.6,1.0000000000000003e-05,2024-01-05,AAL,24.0,14.039999961853027
6,AAL240105C00012000,2023-12-13,12.0,2.03,1.0000000000000003e-05,2024-01-05,AAL,23.0,14.09000015258789
7,AAL240105C00012500,2023-12-13,12.5,1.71,1.0000000000000003e-05,2024-01-05,AAL,23.0,14.09000015258789
8,AAL240105C00013000,2023-12-13,13.0,1.22,1.0000000000000003e-05,2024-01-05,AAL,23.0,14.09000015258789
9,AAL240105C00013500,2023-12-13,13.5,0.86,1.0000000000000003e-05,2024-01-05,AAL,23.0,14.09000015258789
10,AAL240105C00014000,2023-12-13,14.0,0.54,1.0000000000000003e-05,2024-01-05,AAL,23.0,14.09000015258789
11,AAL240105C00014500,2023-12-13,14.5,0.29,0.0312596875,2024-01-05,AAL,23.0,14.09000015258789
12,AAL240105C00015000,2023-12-13,15.0,0.15,0.062509375,2024-01-05,AAL,23.0,14.09000015258789
13,AAL240105C00015500,2023-12-13,15.5,0.09,0.12500875,2024-01-05,AAL,23.0,14.09000015258789
14,AAL240105C00016000,2023-12-13,16.0,0.06,0.12500875,2024-01-05,AAL,23.0,14.09000015258789
15,AAL240105C00016500,2023-12-13,16.5,0.04,0.12500875,2024-01-05,AAL,23.0,14.09000015258789
16,AAL240105C00017000,2023-12-12,17.0,0.03,0.2500075,2024-01-05,AAL,24.0,14.039999961853027
17,AAL240105C00017500,2023-12-07,17.5,0.03,0.2500075,2024-01-05,AAL,29.0,13.90999984741211
18,AAL240105C00018000,2023-12-07,18.0,0.02,0.2500075,2024-01-05,AAL,29.0,13.90999984741211
0,AAL240112C00011000,2023-12-08,11.0,2.85,1.0000000000000003e-05,2024-01-12,AAL,35.0,13.760000228881836
1,AAL240112C00011500,2023-12-13,11.5,2.59,1.0000000000000003e-05,2024-01-12,AAL,30.0,14.09000015258789
2,AAL240112C00012000,2023-12-13,12.0,1.96,1.0000000000000003e-05,2024-01-12,AAL,30.0,14.09000015258789
3,AAL240112C00012500,2023-12-13,12.5,1.81,1.0000000000000003e-05,2024-01-12,AAL,30.0,14.09000015258789
4,AAL240112C00013000,2023-12-13,13.0,1.28,1.0000000000000003e-05,2024-01-12,AAL,30.0,14.09000015258789
5,AAL240112C00013500,2023-12-13,13.5,0.97,1.0000000000000003e-05,2024-01-12,AAL,30.0,14.09000015258789
6,AAL240112C00014000,2023-12-13,14.0,0.65,1.0000000000000003e-05,2024-01-12,AAL,30.0,14.09000015258789
7,AAL240112C00014500,2023-12-13,14.5,0.36,0.0312596875,2024-01-12,AAL,30.0,14.09000015258789
8,AAL240112C00015000,2023-12-13,15.0,0.24,0.062509375,2024-01-12,AAL,30.0,14.09000015258789
9,AAL240112C00015500,2023-12-13,15.5,0.14,0.12500875,2024-01-12,AAL,30.0,14.09000015258789
10,AAL240112C00016000,2023-12-13,16.0,0.1,0.12500875,2024-01-12,AAL,30.0,14.09000015258789
11,AAL240112C00016500,2023-12-13,16.5,0.06,0.12500875,2024-01-12,AAL,30.0,14.09000015258789
12,AAL240112C00017000,2023-12-12,17.0,0.05,0.12500875,2024-01-12,AAL,31.0,14.039999961853027
13,AAL240112C00017500,2023-12-08,17.5,0.03,0.2500075,2024-01-12,AAL,35.0,13.760000228881836
